,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
371,3.00E+06,Vista Organization,USA,Amy Holden Jones,Fantasy,9868521,Maid to Order,PG,31/07/1987,93,5.5,Ally Sheedy,2786,Amy Holden Jones,1987
373,1.00E+06,Commies From Mars Corporation,UK,Alex Cox,Action,210200,Straight to Hell,R,26/06/1987,100,5.8,Sy Richardson,1924,Alex Cox,1987
377,1.00E+05,Silent Night Releasing Corporation,USA,Lee Harry,Horror,154323,"Silent Night, Deadly Night 2",R,10/04/1987,88,3.5,Eric Freeman,4329,Michael Hickey,1987
379,8.00E+06,De Laurentiis Entertainment Group (DEG),USA,Tom McLoughlin,Comedy,1988962,Date with an Angel,PG,20/11/1987,105,5.8,Phoebe Cates,2163,Tom McLoughlin,1987
380,5800000,In-Cine Compañía Industrial Cinematográfica,USA,Alex Cox,Biography,257043,Walker,R,04/12/1987,94,6.6,Ed Harris,2684,Rudy Wurlitzer,1987
383,1.90E+07,TriStar Pictures,USA,Roger Young,Action,2228951,The Squeeze,PG-13,10/07/1987,101,4.6,Michael Keaton,770,Daniel Taplitz,1987
385,5.00E+06,Golan-Globus Productions,USA,Peter R. Hunt,Action,6075793,Assassination,PG-13,09/01/1987,88,5.1,Charles Bronson,2255,Richard Sale,1987
386,75000,Titan Productions,USA,David DeCoteau,Horror,13133,Creepozoids,R,02/10/1987,72,3.5,Linnea Quigley,1447,Dave Eisenstark,1987
388,1.20E+07,TriStar Pictures,USA,Robert Benton,Comedy,5669831,Nadine,PG,07/08/1987,83,5.5,Jeff Bridges,3267,Robert Benton,1987
394,1100000,Conquest Productions,USA,Jeff Burr,Action,1355728,From a Whisper to a Scream,R,04/09/1987,99,6,Vincent Price,1489,C. Courtney Joyner,1987
398,5.00E+06,Golan-Globus Productions,USA,Norman Mailer,Comedy,858250,Tough Guys Don't Dance,R,18/09/1987,110,4.8,Ryan O'Neal,1025,Norman Mailer,1987
400,4.00E+06,New World Entertainment Films,USA,Bill Condon,Drama,743445,"Sister, Sister",R,09/02/1988,91,5.5,Eric Stoltz,695,Bill Condon,1987
404,1.50E+07,Cannon Group,USA,Jerry Belson,Comedy,5711976,Surrender,PG,09/10/1987,105,5.4,Sally Field,692,Jerry Belson,1987
412,1.40E+07,Paramount Pictures,USA,Michael Apted,Comedy,20240502,Critical Condition,R,16/01/1987,100,5.2,Richard Pryor,2453,Denis Hamill,1987
424,1.20E+07,De Laurentiis Entertainment Group (DEG),USA,John D. Hancock,Drama,2325444,Weeds,R,16/10/1987,115,6,Nick Nolte,717,Dorothy Tristan,1987
441,1.50E+07,"Geffen Company, The",USA,Tim Burton,Comedy,73707461,Beetlejuice,PG,30/03/1988,92,7.5,Alec Baldwin,206997,Michael McDowell,1988
442,3.90E+07,Eddie Murphy Productions,USA,John Landis,Comedy,128152300,Coming to America,R,29/06/1988,116,7,Eddie Murphy,130485,Eddie Murphy,1988
443,9.00E+06,United Artists,USA,Tom Holland,Horror,33244684,Child's Play,R,09/11/1988,87,6.6,Catherine Hicks,67682,Don Mancini,1988
444,2.80E+07,Twentieth Century Fox Film Corporation,USA,John McTiernan,Action,83008852,Die Hard,R,20/07/1988,131,8.2,Bruce Willis,647000,Roderick Thorp,1988
445,3.50E+07,Metro-Goldwyn-Mayer (MGM),USA,Ron Howard,Action,57269863,Willow,PG,20/05/1988,126,7.3,Val Kilmer,86056,George Lucas,1988
446,3.00E+06,New World Pictures,USA,Michael Lehmann,Comedy,1108462,Heathers,R,31/03/1989,103,7.3,Winona Ryder,67238,Daniel Waters,1988
447,2.50E+07,United Artists,USA,Barry Levinson,Drama,172825435,Rain Man,R,16/12/1988,133,8,Dustin Hoffman,408473,Barry Morrow,1988
448,4.00E+06,Alive Films,USA,John Carpenter,Action,13008928,They Live,R,04/11/1988,94,7.3,Roddy Piper,83379,Ray Nelson,1988
449,7.00E+07,Touchstone Pictures,USA,Robert Zemeckis,Animation,156452370,Who Framed Roger Rabbit,PG,22/06/1988,104,7.7,Bob Hoskins,153513,Gary K. Wolf,1988
451,1.80E+07,American Entertainment Partners II L.P.,USA,Penny Marshall,Comedy,114968774,Big,PG,03/06/1988,104,7.3,Tom Hanks,164257,Gary Ross,1988
452,2.00E+07,Touchstone Pictures,USA,Roger Donaldson,Comedy,78222753,Cocktail,R,29/07/1988,104,5.8,Tom Cruise,65825,Heywood Gould,1988
453,5.00E+06,Cristaldifilm,Italy,Giuseppe Tornatore,Drama,11990401,Cinema Paradiso,R,23/02/1990,155,8.5,Philippe Noiret,171600,Giuseppe Tornatore,1988
454,1.90E+07,TriStar Pictures,USA,Chuck Russell,Horror,8247943,The Blob,R,05/08/1988,95,6.4,Shawnee Smith,24931,Theodore Simonson,1988
455,3500000,De Laurentiis Entertainment Group (DEG),USA,Stan Winston,Fantasy,4385516,Pumpkinhead,R,13/01/1989,86,6.2,Lance Henriksen,15572,Ed Justin,1988
456,7500000,Metro-Goldwyn-Mayer (MGM),UK,Charles Crichton,Comedy,63493712,A Fish Called Wanda,R,05/08/1988,108,7.6,John Cleese,114144,John Cleese,1988
457,2.00E+06,Sarlui / Diamant,USA,Stephen Chiodo,Comedy,15625095,Killer Klowns from Outer Space,PG-13,27/05/1988,88,6.1,Grant Cramer,25440,Charles Chiodo,1988
458,3.00E+07,Universal Pictures,USA,Martin Brest,Action,38413606,Midnight Run,R,20/07/1988,126,7.6,Robert De Niro,58318,George Gallo,1988
459,3.00E+06,Film Futures,UK,Tony Randel,Horror,11090735,Hellbound: Hellraiser II,R,23/12/1988,97,6.5,Doug Bradley,33241,Clive Barker,1988
460,1.50E+07,Orion Pictures,USA,Alan Parker,Crime,34603943,Mississippi Burning,R,27/01/1989,128,7.8,Gene Hackman,70539,Chris Gerolmo,1988
461,1.20E+07,Paramount Pictures,USA,David Zucker,Comedy,78041829,The Naked Gun: From the Files of Police Squad!,PG-13,02/12/1988,85,7.6,Leslie Nielsen,124515,Jerry Zucker,1988
462,1100000,Cannon International,USA,Newt Arnold,Action,11806119,Bloodsport,R,29/04/1988,92,6.8,Jean-Claude Van Damme,63368,Sheldon Lettich,1988
463,2.80E+07,Twentieth Century Fox Film Corporation,USA,Mike Nichols,Comedy,64000000,Working Girl,R,21/12/1988,113,6.7,Melanie Griffith,44277,Kevin Wade,1988
464,1.40E+07,Paramount Pictures,Australia,John Cornell,Action,109305000,Crocodile Dundee II,PG,25/05/1988,108,5.5,Paul Hogan,46738,Paul Hogan,1988
465,12500000,Universal Pictures,USA,Don Bluth,Animation,48092846,The Land Before Time,G,18/11/1988,69,7.4,Pat Hingle,66623,Stu Krieger,1988
466,1.50E+07,Universal Pictures,USA,Ivan Reitman,Comedy,111936400,Twins,PG,09/12/1988,107,6,Arnold Schwarzenegger,94295,William Davies,1988
467,1.40E+07,Lorimar Film Entertainment,USA,Stephen Frears,Drama,34700000,Dangerous Liaisons,R,24/02/1989,119,7.7,Glenn Close,55823,Christopher Hampton,1988
468,1.70E+07,The Saul Zaentz Company,USA,Philip Kaufman,Drama,10006806,The Unbearable Lightness of Being,R,05/02/1988,171,7.4,Daniel Day-Lewis,28868,Milan Kundera,1988
471,5.00E+06,Trancas International Films,USA,Dwight H. Little,Horror,17768757,Halloween 4: The Return of Michael Myers,R,21/10/1988,88,5.9,Donald Pleasence,32498,Dhani Lipsius,1988
472,1.30E+07,Morgan Creek Productions,USA,Christopher Cain,Action,45661556,Young Guns,R,12/08/1988,107,6.8,Emilio Estevez,45768,John Fusco,1988
473,2.90E+07,Carolco Pictures,USA,Walter Hill,Action,34994648,Red Heat,R,17/06/1988,104,6,Arnold Schwarzenegger,53769,Walter Hill,1988
474,6.00E+06,Night Life Inc.,USA,Donald Petrie,Comedy,12793213,Mystic Pizza,R,21/10/1988,104,6.2,Annabeth Gish,20071,Amy Holden Jones,1988
475,6.30E+07,Carolco Pictures,USA,Peter MacDonald,Action,53715611,Rambo III,R,25/05/1988,102,5.7,Sylvester Stallone,99555,David Morrell,1988
476,6.00E+06,Paramount Pictures,Canada,Jonathan Kaplan,Drama,32069318,Acusados,R,14/10/1988,111,7.1,Kelly McGillis,26126,Tom Topor,1988
477,7.00E+06,Universal Pictures,Canada,Martin Scorsese,Drama,7630564,The Last Temptation of Christ,R,12/03/2004,164,7.6,Willem Dafoe,42782,Nikos Kazantzakis,1988
478,2.00E+06,New Line Cinema,USA,John Waters,Comedy,6671108,Hairspray,PG,26/02/1988,92,7,Sonny Bono,17169,John Waters,1988
480,1.30E+07,New Line Cinema,USA,Renny Harlin,Horror,49369899,A Nightmare on Elm Street 4: The Dream Master,R,19/08/1988,93,5.7,Robert Englund,39701,Wes Craven,1988
482,2.40E+07,Hughes Entertainment,USA,Howard Deutch,Comedy,41455230,The Great Outdoors,PG,17/06/1988,91,6.6,Dan Aykroyd,31340,John Hughes,1988
484,7.00E+06,The Mount Company,USA,Ron Shelton,Comedy,50888729,Bull Durham,R,15/06/1988,108,7.1,Kevin Costner,39369,Ron Shelton,1988
485,7500000,Warner Bros.,USA,Andrew Davis,Action,18869631,Above the Law,R,22/04/1988,99,6,Steven Seagal,24061,Andrew Davis,1988
486,1.00E+07,De Laurentiis Entertainment Group (DEG),UK,Julien Temple,Comedy,3916303,Earth Girls Are Easy,PG,12/05/1989,100,5.2,Geena Davis,17315,Julie Brown,1988
487,3.10E+07,Walt Disney Feature Animation,USA,George Scribner,Animation,74151346,Oliver & Company,G,18/11/1988,74,6.7,Joey Lawrence,35531,Jim Cox,1988
488,3.10E+07,Warner Bros.,USA,Buddy Van Horn,Action,37903295,The Dead Pool,R,13/07/1988,91,6.3,Clint Eastwood,33312,Harry Julian Fink,1988
489,7500000,NBC Productions,USA,James Signorelli,Comedy,5596267,Elvira: Mistress of the Dark,PG-13,30/09/1988,96,6.4,Cassandra Peterson,9751,Sam Egan,1988
490,3.20E+07,Paramount Pictures,USA,Richard Donner,Comedy,60328558,Scrooged,PG-13,23/11/1988,101,7,Bill Murray,68098,Mitch Glazer,1988
491,2.30E+07,Cinema City Films,USA,Robert Towne,Crime,41292551,Tequila Sunrise,R,02/12/1988,115,6,Mel Gibson,24708,Robert Towne,1988
492,2.00E+07,Warner Bros.,USA,Roman Polanski,Crime,17637950,Frantic,R,26/02/1988,120,6.9,Harrison Ford,41608,Roman Polanski,1988
493,2800000,Paramount Pictures,USA,John Carl Buechler,Horror,19170001,Friday the 13th Part VII: The New Blood,R,13/05/1988,88,5.3,Jennifer Banko,23959,Daryl Haney,1988
494,8.00E+06,Twentieth Century Fox Film Corporation,USA,Greg Beeman,Comedy,22433275,License to Drive,PG-13,06/07/1988,88,6.3,Corey Haim,14929,Neil Tolkin,1988
495,46630000,Prominent Features,UK,Terry Gilliam,Adventure,8083123,The Adventures of Baron Munchausen,PG,10/03/1989,126,7.2,John Neville,43852,Charles McKeown,1988
496,1.30E+07,Morgan Creek Productions,Canada,David Cronenberg,Drama,9134733,Dead Ringers,R,23/09/1988,116,7.3,Jeremy Irons,32130,David Cronenberg,1988
497,10500000,Metro-Goldwyn-Mayer (MGM),USA,Gary Sherman,Horror,14114488,Poltergeist III,PG-13,10/06/1988,98,4.6,Heather O'Rourke,14165,Gary Sherman,1988
498,7500000,Vista Organization,USA,Tommy Lee Wallace,Comedy,2983784,Fright Night Part 2,R,19/05/1989,104,5.9,William Ragsdale,9005,Tom Holland,1988
499,3.00E+06,Front Films,USA,Keenen Ivory Wayans,Action,13030057,I'm Gonna Git You Sucka,R,23/02/1989,88,6.6,Keenen Ivory Wayans,10455,Keenen Ivory Wayans,1988
500,2.20E+07,Zacharias-Buhai Productions,USA,Bud S. Smith,Comedy,17550399,Johnny Be Good,R,25/03/1988,91,4.5,Anthony Michael Hall,5006,Steve Zacharias,1988
501,1100000,Shapiro-Glickenhaus Entertainment,USA,William Lustig,Action,671382,Maniac Cop,R,13/05/1988,85,6,Tom Atkins,10850,Larry Cohen,1988
502,1.00E+07,Orion Pictures,USA,Jonathan Demme,Comedy,21486757,Married to the Mob,R,19/08/1988,104,6.1,Michelle Pfeiffer,13416,Barry Strugatz,1988
503,6.00E+06,Orion Pictures,USA,Dennis Hopper,Action,46616067,Colors,R,29/04/1988,120,6.7,Sean Penn,20490,Michael Schiffer,1988
504,1.70E+07,Vision PDG,Ireland,Neil Jordan,Comedy,8578231,El Hotel de los Fantasmas,PG-13,18/11/1988,99,5.7,Peter O'Toole,6979,Neil Jordan,1988
505,3.00E+06,Double Play,USA,Sidney Lumet,Crime,2835116,Running on Empty,PG-13,09/09/1988,116,7.7,River Phoenix,11312,Naomi Foner,1988
506,1200000,Blue Rider Pictures,USA,Kevin Tenney,Comedy,3109904,Night of the Demons,R,14/10/1988,90,6.3,Cathy Podewell,9897,Joe Augustyn,1988
507,1.30E+07,Mac and Me Joint Venture,USA,Stewart Raffill,Adventure,6424112,Mac and Me,PG,12/08/1988,95,3.4,Christine Ebersole,8043,Stewart Raffill,1988
508,4500000,New Line Cinema,USA,Mick Garris,Comedy,3813293,Critters 2,PG-13,29/04/1988,86,5.3,Scott Grimes,11122,David Twohy,1988
509,2.00E+07,Weintraub Entertainment Group,USA,Richard Benjamin,Comedy,13854000,My Stepmother Is an Alien,PG-13,09/12/1988,105,5.2,Dan Aykroyd,22281,Jerico,1988
510,6200000,Lorimar Film Entertainment,USA,Ken Wiederhorn,Comedy,9205924,Return of the Living Dead II,R,15/01/1988,89,5.8,James Karen,14998,Ken Wiederhorn,1988
512,2.20E+07,Universal Pictures,USA,Michael Apted,Biography,24720479,Gorillas in the Mist,PG-13,07/10/1988,129,7,Sigourney Weaver,20378,Harold T.P. Hayes,1988
513,2.00E+06,Magellan Pictures,USA,Robert Bierman,Comedy,725131,Vampire's Kiss,R,02/06/1989,103,5.9,Nicolas Cage,10474,Joseph Minion,1988
516,2500000,White Lair,UK,Ken Russell,Comedy,1189315,The Lair of the White Worm,R,21/10/1988,93,5.9,Amanda Donohoe,7908,Ken Russell,1988
518,7.00E+06,Universal Pictures,USA,Wes Craven,Fantasy,19595031,The Serpent and the Rainbow,R,05/02/1988,98,6.5,Bill Pullman,18528,Wade Davis,1988
519,5.00E+06,Columbia Pictures Corporation,Sweden,Ken Annakin,Family,3569939,Las travesuras de una pelirojja,G,29/07/1988,100,5.9,Tami Erin,3474,Astrid Lindgren,1988
520,6.00E+06,Orion Pictures,USA,John Sayles,Drama,5680515,Eight Men Out,PG,02/09/1988,119,7.3,John Cusack,15946,Eliot Asinof,1988
521,4700000,New Sky Communications Inc.,USA,Frank LaLoggia,Fantasy,1705139,Lady in White,PG-13,22/04/1988,113,6.7,Lukas Haas,5135,Frank LaLoggia,1988
522,7.00E+05,Laurenfilm,Spain,Pedro Almodóvar,Comedy,7179298,Women on the Verge of a Nervous Breakdown,R,11/11/1988,88,7.6,Carmen Maura,27755,Pedro Almodóvar,1988
524,3.00E+06,Spacegate Productions,USA,Don Coscarelli,Action,7282851,Phantasm II,R,08/07/1988,97,6.5,James Le Gros,10789,Don Coscarelli,1988
525,2.50E+07,United Artists,Japan,James Bridges,Drama,16118077,Luces de una gran ciudad,R,01/04/1988,107,5.6,Michael J. Fox,6165,Jay McInerney,1988
528,7.00E+06,Orion Pictures,USA,George A. Romero,Drama,5344577,Monkey Shines,R,29/07/1988,113,6.2,Jason Beghe,8595,Michael Stewart,1988
529,1.90E+07,Cornelius Productions,USA,George Roy Hill,Comedy,25537221,Funny Farm,PG,03/06/1988,101,6.1,Chevy Chase,16321,Jay Cronley,1988
531,1.60E+07,American Entertainment Partners II L.P.,USA,Graham Baker,Action,25216243,Alien Nation,R,07/10/1988,91,6.3,James Caan,12143,Rockne S. O'Bannon,1988
534,7.00E+06,Lorimar Film Entertainment,USA,Craig R. Baxley,Action,20257000,Action Jackson,R,12/02/1988,96,5.2,Carl Weathers,8065,Robert Reneau,1988
535,2.20E+07,Esparza,USA,Robert Redford,Comedy,13825794,The Milagro Beanfield War,R,18/03/1988,117,6.9,Rubén Blades,5289,John Nichols,1988
536,2.30E+07,Lucasfilm,USA,Francis Ford Coppola,Biography,19652638,Tucker: The Man and His Dream,PG,12/08/1988,110,6.9,Jeff Bridges,12469,Arnold Schulman,1988
538,6500000,Columbia Pictures Corporation,USA,Spike Lee,Comedy,14545844,School Daze,R,12/02/1988,121,5.8,Laurence Fishburne,5042,Spike Lee,1988
540,3700000,Hemdale,USA,Steve De Jarnatt,Action,1145404,Miracle Mile,R,19/05/1989,87,7,Anthony Edwards,6985,Steve De Jarnatt,1988
543,17500000,Zanuck/Brown Productions,USA,Daniel Petrie,Adventure,18924919,Cocoon: The Return,PG,23/11/1988,116,5.3,Don Ameche,12956,David Saperstein,1988
545,4.00E+06,Producers Representative Organization,UK,Martin Donovan,Drama,670774,Apartment Zero,R,15/09/1989,124,6.9,Hart Bochner,3259,Martin Donovan,1988
548,1.00E+07,Jack Rollins & Charles H. Joffe Productions,USA,Woody Allen,Drama,1562749,Another Woman,PG,18/11/1988,81,7.4,Gena Rowlands,10826,Woody Allen,1988
549,9.00E+06,"Malpaso Company, The",USA,Clint Eastwood,Biography,2181286,Bird,R,30/09/1988,161,7.2,Forest Whitaker,9685,Joel Oliansky,1988
551,1.50E+07,Cannon Entertainment,Australia,Fred Schepisi,Drama,6908797,A Cry in the Dark,PG-13,11/11/1988,120,6.9,Meryl Streep,7622,John Bryson,1988
552,2.00E+07,Rastar Pictures,USA,Mike Nichols,Comedy,43184798,Biloxi Blues,PG-13,25/03/1988,106,6.6,Matthew Broderick,12590,Neil Simon,1988
553,4.00E+06,Cineplex-Odeon Films,USA,Oliver Stone,Drama,3468572,Talk Radio,R,13/01/1989,110,7.3,Eric Bogosian,10745,Stephen Singular,1988
556,2.00E+07,"Guber-Peters Company, The",USA,Allan Arkush,Comedy,11798302,Caddyshack II,PG,22/07/1988,98,3.7,Jackie Mason,12956,Brian Doyle-Murray,1988
557,1.80E+07,Imagine Entertainment,USA,Ken Kwapis,Adventure,1883811,Vibes,PG,05/08/1988,99,5.5,Cyndi Lauper,2850,Deborah Blum,1988
563,1.90E+07,United Artists,USA,Costa-Gavras,Drama,25816139,Betrayed,R,26/08/1988,127,6.3,Debra Winger,4580,Joe Eszterhas,1988
566,1.60E+07,Abramoff Production,South Africa,Joseph Zito,Action,4192440,Escorpion rojo,R,21/04/1989,105,5,Dolph Lundgren,6925,Robert Abramoff,1988
572,6.00E+06,Aspen Film Society,USA,Paul Golding,Horror,40397,Pulse,PG-13,04/03/1988,95,5.5,Cliff De Young,1781,Paul Golding,1988
576,1.40E+07,Weintraub Entertainment Group,USA,David Anspaugh,Drama,6640346,Fresh Horses,PG-13,18/11/1988,105,5,Molly Ringwald,1439,Larry Ketron,1988
578,5.00E+06,Helpern / Meltzer,USA,Mark Goldblatt,Action,3588626,Dead Heat,R,29/06/1988,86,6,Treat Williams,5127,Terry Black,1988
579,210000,Miracle Pictures,USA,Jim Wynorski,Comedy,107352,Not of This Earth,R,20/05/1988,81,4.5,Traci Lords,1724,R.J. Robertson,1988
580,1.50E+07,Columbia Pictures Corporation,USA,Richard Benjamin,Drama,1733070,Little Nikita,PG,18/03/1988,98,6,Sidney Poitier,4132,John Hill,1988
581,1.50E+07,Columbia Pictures Corporation,USA,David Seltzer,Comedy,21032267,Punchline,R,07/10/1988,128,5.8,Sally Field,6938,David Seltzer,1988
591,8.00E+06,Hemdale,USA,Harold Becker,Drama,784990,The Boost,R,23/12/1988,95,6.1,James Woods,1629,Ben Stein,1988
592,2.00E+07,Universal Pictures,USA,Paul Mazursky,Comedy,11444204,Moon Over Parador,PG-13,09/09/1988,103,5.9,Richard Dreyfuss,4778,Charles G. Booth,1988
593,6.00E+06,Touchstone Pictures,USA,John R. Cherry III,Comedy,28202109,Ernest Saves Christmas,PG,11/11/1988,95,5.6,Jim Varney,8513,Ed Turner,1988
595,3.00E+06,Atlantic Entertainment Group,USA,James B. Harris,Crime,1884315,Cop,R,11/03/1988,110,6.4,James Woods,3419,James Ellroy,1988
597,4.00E+06,Warner Bros.,USA,Joan Micklin Silver,Comedy,16262415,Crossing Delancey,PG,16/09/1988,97,6.9,Amy Irving,2935,Susan Sandler,1988
600,6.00E+06,Shapiro-Glickenhaus Entertainment,USA,James Glickenhaus,Action,10068039,Shakedown,R,06/05/1988,93,5.9,Peter Weller,2087,James Glickenhaus,1988
601,1.90E+07,Orion Pictures,USA,Michael Ritchie,Comedy,11005304,The Couch Trip,R,15/01/1988,97,5.7,Dan Aykroyd,3961,Ken Kolb,1988
603,8.00E+06,Paramount Pictures,USA,Marisa Silver,Drama,1893139,Permanent Record,PG-13,22/04/1988,91,6.4,Alan Boyce,1550,Jarre Fees,1988
604,6.00E+06,TriStar Pictures,Canada,Pen Densham,Drama,1869148,The Kiss,R,14/10/1988,101,5.5,Joanna Pacula,1258,Tom Ropelewski,1988
612,1.40E+07,Touchstone Pictures,USA,Leonard Nimoy,Drama,4764606,The Good Mother,R,04/11/1988,100,5.9,Diane Keaton,1361,Michael Bortman,1988
613,1.90E+07,Cecchi Gori Group Tiger Cinematografica,USA,Blake Edwards,Crime,4594452,Sunset,R,29/04/1988,102,5.7,Bruce Willis,3333,Rod Amateau,1988
617,1.00E+06,Cinema Group,USA,Rowdy Herrington,Crime,492519,Jack's Back,R,06/05/1988,97,6,James Spader,1968,Rowdy Herrington,1988
620,5.00E+06,HandMade Films,UK,Nicolas Roeg,Drama,429028,Track 29,R,12/07/1988,100,5.9,Theresa Russell,1563,Dennis Potter,1988
622,4.00E+06,No Frills Film Production,USA,Andrew Fleming,Horror,9797098,Bad Dreams,R,08/04/1988,84,5.6,Jennifer Rubin,2583,Andrew Fleming,1988
627,1.30E+07,Silver Screen Partners III,USA,Chris Columbus,Comedy,5509417,Heartbreak Hotel,PG-13,30/09/1988,97,5.7,David Keith,1017,Chris Columbus,1988
634,1.80E+07,TriStar Pictures,USA,Ted Kotcheff,Comedy,9129999,Switching Channels,PG,04/03/1988,105,5.9,Kathleen Turner,2789,Ben Hecht,1988
642,1.40E+07,Orion Pictures,USA,Peter Yates,Thriller,459824,The House on Carroll Street,PG,04/03/1988,101,6.2,Kelly McGillis,1844,Walter Bernstein,1988
646,1.30E+07,Crescent Moon,USA,Peter Bogdanovich,Comedy,259019,Illegally Yours,PG,13/05/1988,102,4.2,Rob Lowe,734,Michael Kaplan,1988
653,5.00E+06,Cinetel Films,USA,Steve Carver,Action,807947,Bulletproof,R,04/03/1988,93,5,Gary Busey,1057,T.L. Lankford,1988
654,1.20E+07,Metro-Goldwyn-Mayer (MGM),USA,Henry Winkler,Comedy,3965604,Memories of Me,PG-13,07/10/1988,100,5.7,Billy Crystal,789,Eric Roth,1988
656,1600000,Cinetel Films,USA,Michael Schroeder,Comedy,419428,Out of the Dark,R,05/05/1989,89,5.4,Cameron Dye,593,J. Greg De Felice,1988
658,7.00E+06,Smart Egg Pictures,UK,Armand Mastroianni,Horror,136203,Cameron's Closet,R,13/01/1989,100,4.9,Cotter Smith,704,Gary Brandner,1988
661,16400000,Touchstone Pictures,USA,Peter Weir,Comedy,95860116,Dead Poets Society,PG,09/06/1989,128,8,Robin Williams,301100,Tom Schulman,1989
662,3.50E+07,Warner Bros.,USA,Tim Burton,Action,251188924,Batman,PG-13,23/06/1989,126,7.6,Michael Keaton,288860,Bob Kane,1989
663,11500000,Paramount Pictures,USA,Mary Lambert,Horror,57469179,Pet Sematary,R,21/04/1989,103,6.6,Dale Midkiff,70178,Stephen King,1989
664,4.80E+07,Paramount Pictures,USA,Steven Spielberg,Action,197171806,Indiana Jones and the Last Crusade,PG-13,24/05/1989,127,8.3,Harrison Ford,566432,Jeffrey Boam,1989
665,4.00E+07,Walt Disney Pictures,USA,Ron Clements,Animation,111543479,The Little Mermaid,G,17/11/1989,83,7.6,Jodi Benson,188455,John Musker,1989
666,5.50E+07,Warner Bros.,USA,Andrey Konchalovskiy,Action,63408614,Tango & Cash,R,22/12/1989,104,6.3,Sylvester Stallone,81242,Randy Feldman,1989
667,1.70E+07,Silver Pictures,USA,Rowdy Herrington,Action,30050028,Road House,R,19/05/1989,114,6.5,Patrick Swayze,47394,R. Lance Hill,1989
668,2.70E+07,Warner Bros.,USA,Jeremiah S. Chechik,Comedy,71320000,National Lampoon's Christmas Vacation,PG-13,01/12/1989,97,7.6,Chevy Chase,115848,John Hughes,1989
669,1.00E+07,De Laurentiis Entertainment Group (DEG),USA,Stephen Herek,Adventure,40485039,Bill & Ted's Excellent Adventure,PG,17/02/1989,90,6.9,Keanu Reeves,90901,Chris Matheson,1989
